SiteName,StationName,SampleDate_D,SampleTypeCode,SampleMatrix,SampleTop,SampleBottom,DepthUnits,DuplicateSample,Extracted,FieldSampleID,LabSampleID,AltSampleID,CoolerID,Sampler,Description,WeightVolume,SampleMethodCode,LogCode,COCNumber,DeliveryGroup,AmbientBlankLot,EquipmentBlankLot,TripBlankLot,FilteredSample,QCSequenceID,QCSampleCode,TaskNumber,PrimarySample,SampleResult,ParameterName,CASNumber,AltParamNumber,Superseded,AnalyticMethod,Value,ReportingUnits,FlagCode,ProblemCode,ValidationCode,DetectedResult,Detect,LimitType,Detect2,LimitType2,Detect3,LimitType3,SpikeAmount,RetentionTime,Error,DilutionFactor,Basis,FilteredAnalysis,LeachMethod,PrepMethod,PreparationLot,ReportableResult,AnalDate_D,ExtractDate_D,LabReportDate_D,LabRecvDate_D,Lab,LabComments,AnalysisLabID,AnalyticalBatch,ValueCode,RunCode,QCAnalysisCode,AnalysisGroup
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Chloromethane,74-87-3,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.76,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"cis-1,2-Dichloroethene",156-59-2,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.51,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Dibromofluoromethane,1868-53-7,,0,SW846 8260C,107,%,v,z,z,y,,,,,,,,10.74,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Methyl tert-butyl ether,1634-04-4,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.51,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dichloroethane-D4",17060-07-0,,0,SW846 8260C,104,%,v,z,z,y,,,,,,,,10.08,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Dibromofluoromethane,1868-53-7,,0,SW846 8260C,101,%,v,z,z,y,,,,,,,,9.66,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Toluene-D8,2037-26-5,,0,SW846 8260C,100,%,v,z,z,y,,,,,,,,12.16,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromofluorobenzene,460-00-4,,0,SW846 8260C,96,%,v,z,z,y,,,,,,,,14.81,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,3-Dichlorobenzene (VOA)",541-73-1,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.54,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Carbon tetrachloride,56-23-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.55,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,2-Hexanone,591-78-6,,0,SW846 8260C,5,ug/l,u,z,z,n,5,RL,2,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Acetone,67-64-1,,0,SW846 8260C,10,ug/l,u,z,z,n,10,RL,6,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Chloroform,67-66-3,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.5,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Benzene,71-43-2,,0,SW846 8260C,19.4,ug/l,v,z,z,y,0.5,RL,0.43,MDL,,,,10.16,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Tetrachloroethene,127-18-4,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.9,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Isopropyl benzene,98-82-8,,0,SW846 8260C,8.3,ug/l,v,z,z,y,1,RL,0.65,MDL,,,,14.6,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Methyl Acetate,79-20-9,,0,SW846 8260C,5,ug/l,u,z,z,n,5,RL,0.8,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,1,2,2-Tetrachloroethane",79-34-5,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.65,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2-Dichlorobenzene (VOA)",95-50-1,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.53,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Bromofluorobenzene,460-00-4,,0,SW846 8260C,98,%,v,z,z,y,,,,,,,,16.26,,5,n,TOT,,,MS29676,,10/4/2018,,10/19/2018,9/28/2018,ACTD,,SJ24073791,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,"1,2,3-Trichlorobenzene",87-61-6,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.5,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,2,N,MW-1,JC74823-2,,,CW,,,z,,,JC74823,,,,TOT,,NQ,,,,Chlorobenzene,108-90-7,,0,SW846 8260C,1,ug/l,u,z,z,n,1,RL,0.56,MDL,,,,,,1,n,TOT,,,MS29676,,10/5/2018,,10/19/2018,9/28/2018,ACTD,,SJ24082793,V2E6464,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,1-Dichloroethene",75-35-4,,0,SW846 8260C,90,%,v,z,z,y,,,,,,,250,7.55,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"cis-1,2-Dichloroethene",156-59-2,,0,SW846 8260C,97,%,v,z,z,y,,,,,,,250,10.15,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Dibromofluoromethane,1868-53-7,,0,SW846 8260C,105,%,v,z,z,y,,,,,,,249,10.74,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,4-Dichlorobenzene (VOA)",106-46-7,,0,SW846 8260C,93,%,v,z,z,y,,,,,,,250,17.54,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Dichlorodifluoromethane,75-71-8,,0,SW846 8260C,78,%,v,z,z,y,,,,,,,250,4.51,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2-Dichloroethane",107-06-2,,0,SW846 8260C,88,%,v,z,z,y,,,,,,,250,11.28,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,1-Dichloroethane",75-34-3,,0,SW846 8260C,104,%,v,z,z,y,,,,,,,250,9.36,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"trans-1,2-Dichloroethene",156-60-5,,0,SW846 8260C,96,%,v,z,z,y,,,,,,,250,8.76,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2-Dichloropropane",78-87-5,,0,SW846 8260C,106,%,v,z,z,y,,,,,,,250,12.3,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,1,1-Trichloroethane",71-55-6,,0,SW846 8260C,99,%,v,z,z,y,,,,,,,250,10.85,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,1,2-Trichloroethane",79-00-5,,0,SW846 8260C,92,%,v,z,z,y,,,,,,,250,13.9,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Trichloroethene,79-01-6,,0,SW846 8260C,94,%,v,z,z,y,,,,,,,250,12.05,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Trichlorofluoromethane,75-69-4,,0,SW846 8260C,88,%,v,z,z,y,,,,,,,250,6.64,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Vinyl chloride,75-01-4,,0,SW846 8260C,93,%,v,z,z,y,,,,,,,250,5.2,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,m&p-Xylenes,,,0,SW846 8260C,70,%,v,z,z,y,,,,,,,500,15.25,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,3-Dichlorobenzene (VOA)",541-73-1,,0,SW846 8260C,91,%,v,z,z,y,,,,,,,250,17.45,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Xylenes (Total),1330-20-7,,0,SW846 8260C,74,%,v,z,z,y,,,,,,,750,,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Chloromethane,74-87-3,,0,SW846 8260C,102,%,v,z,z,y,,,,,,,250,4.94,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Dibromofluoromethane,1868-53-7,,0,SW846 8260C,105,%,v,z,z,y,,,,,,,249,10.74,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"cis-1,3-Dichloropropene",10061-01-5,,0,SW846 8260C,98,%,v,z,z,y,,,,,,,250,13.08,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"trans-1,3-Dichloropropene",10061-02-6,,0,SW846 8260C,88,%,v,z,z,y,,,,,,,250,13.68,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Ethyl benzene,100-41-4,,0,SW846 8260C,73,%,v,z,z,y,,,,,,,250,15.13,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,1,2-Trichlorotrifluoroethane",76-13-1,,0,SW846 8260C,90,%,v,z,z,y,,,,,,,250,7.56,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,2-Hexanone,591-78-6,,0,SW846 8260C,106,%,v,z,z,y,,,,,,,1000,14.11,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Isopropyl benzene,98-82-8,,0,SW846 8260C,91,%,v,z,z,y,,,,,,,250,16.07,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Methyl Acetate,79-20-9,,0,SW846 8260C,105,%,v,z,z,y,,,,,,,250,8.11,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"Cyclohexane, Methyl-",108-87-2,,0,SW846 8260C,101,%,v,z,z,y,,,,,,,250,12.32,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Methyl tert-butyl ether,1634-04-4,,0,SW846 8260C,90,%,v,z,z,y,,,,,,,250,8.75,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,o-Xylene,95-47-6,,0,SW846 8260C,83,%,v,z,z,y,,,,,,,250,15.69,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Bromochloromethane,74-97-5,,0,SW846 8260C,94,%,v,z,z,y,,,,,,,250,10.47,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Toluene,108-88-3,,0,SW846 8260C,70,%,v,z,z,y,,,,,,,250,13.5,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Tetrachloroethene,127-18-4,,0,SW846 8260C,83,%,v,z,z,y,,,,,,,250,14.13,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,1,2,2-Tetrachloroethane",79-34-5,,0,SW846 8260C,103,%,v,z,z,y,,,,,,,250,16.34,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,4-Methyl-2-pentanone,108-10-1,,0,SW846 8260C,115,%,v,z,z,y,,,,,,,1000,13.2,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Styrene,100-42-5,,0,SW846 8260C,96,%,v,z,z,y,,,,,,,250,15.69,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Methylene chloride,75-09-2,,0,SW846 8260C,99,%,v,z,z,y,,,,,,,250,8.31,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Bromofluorobenzene,460-00-4,,0,SW846 8260C,101,%,v,z,z,y,,,,,,,250,16.26,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Bromofluorobenzene,460-00-4,,0,SW846 8260C,101,%,v,z,z,y,,,,,,,250,16.26,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Toluene-D8,2037-26-5,,0,SW846 8260C,95,%,v,z,z,y,,,,,,,250,13.42,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Toluene-D8,2037-26-5,,0,SW846 8260C,95,%,v,z,z,y,,,,,,,250,13.42,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,"1,2-Dichloroethane-D4",17060-07-0,,0,SW846 8260C,98,%,v,z,z,y,,,,,,,251,11.19,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,SUR,
"Montclair Department of Utilities, 54 Watchung Ave",MW-1,9/28/2018,z,Water,0,0,ft,0,,MW-1,JC74823-2MS,,,CW,,,,,,JC74823,,,,TOT,,MS,,,,Cyclohexane,110-82-7,,0,SW846 8260C,90,%,v,z,z,y,,,,,,,250,10.96,,5,n,TOT,,,,,10/4/2018,,10/19/2018,,ACTD,,SJ24073792,V2B7356,O,OR,TAR,
